type	family	province	isp	host	ip	port	target	backup_host	backup_ip	backup_port	backup_target
cdn	6	辽宁	移动	ln-cm-v6.ibsgss.uk	2409:8c15:2011:1101:8000:0:b00:218	80	ln-cm-v6.ip.zstaticcdn.com	bak.ln-cm-v6.ibsgss.uk		80	sy-cm-v6.ip.zstaticcdn.com
cdn	4	吉林	电信	jl-ct-v4.ibsgss.uk	36.104.133.171	80	jl-ct-v4.ip.zstaticcdn.com	bak.jl-ct-v4.ibsgss.uk	36.97.235.3	443	jl.189.cn
cdn	6	吉林	电信	jl-ct-v6.ibsgss.uk	240e:910:e000:201:8000:0:b00:98	80	jl-ct-v6.ip.zstaticcdn.com	bak.jl-ct-v6.ibsgss.uk		80	cc-ct-v6.ip.zstaticcdn.com
cdn	4	吉林	联通	jl-cu-v4.ibsgss.uk	119.51.251.185	80	jl-cu-v4.ip.zstaticcdn.com	bak.jl-cu-v4.ibsgss.uk	139.215.227.2	80	jl-changchun-cu-v4.ip.zstaticcdn.com
cdn	6	吉林	联通	jl-cu-v6.ibsgss.uk	2408:8735:0:c:8000:0:b00:66	80	jl-cu-v6.ip.zstaticcdn.com	bak.jl-cu-v6.ibsgss.uk		80	cc-cu-v6.ip.zstaticcdn.com
cdn	4	吉林	移动	jl-cm-v4.ibsgss.uk	111.26.225.253	80	jl-cm-v4.ip.zstaticcdn.com	bak.jl-cm-v4.ibsgss.uk		80	cc-cm-v4.ip.zstaticcdn.com
cdn	6	吉林	移动	jl-cm-v6.ibsgss.uk	2409:8c18:700:300d:8000:0:b00:71	80	jl-cm-v6.ip.zstaticcdn.com	bak.jl-cm-v6.ibsgss.uk		80	cc-cm-v6.ip.zstaticcdn.com
cdn	4	黑龙江	电信	hl-ct-v4.ibsgss.uk	42.101.49.95	80	hl-ct-v4.ip.zstaticcdn.com	bak.hl-ct-v4.ibsgss.uk	219.147.133.224	80	hl.189.cn
cdn	6	黑龙江	电信	hl-ct-v6.ibsgss.uk	240e:908:8106:2:8000:0:b00:36	80	hl-ct-v6.ip.zstaticcdn.com	bak.hl-ct-v6.ibsgss.uk		80	hrb-ct-v6.ip.zstaticcdn.com
cdn	4	黑龙江	联通	hl-cu-v4.ibsgss.uk	221.207.117.203	80	hl-cu-v4.ip.zstaticcdn.com	bak.hl-cu-v4.ibsgss.uk	122.156.220.108	80	hl-daqing-cu-v4.ip.zstaticcdn.com
cdn	6	黑龙江	联通	hl-cu-v6.ibsgss.uk	2408:8738:4000:4::b00:77	80	hl-cu-v6.ip.zstaticcdn.com	bak.hl-cu-v6.ibsgss.uk		80	hrb-cu-v6.ip.zstaticcdn.com
cdn	4	黑龙江	移动	hl-cm-v4.ibsgss.uk	111.42.192.157	80	hl-cm-v4.ip.zstaticcdn.com	bak.hl-cm-v4.ibsgss.uk		80	hrb-cm-v4.ip.zstaticcdn.com
cdn	6	黑龙江	移动	hl-cm-v6.ibsgss.uk	2409:801a:3006:1a:8000:0:b00:90	80	hl-cm-v6.ip.zstaticcdn.com	bak.hl-cm-v6.ibsgss.uk		80	hrb-cm-v6.ip.zstaticcdn.com
cdn	4	江苏	电信	js-ct-v4.ibsgss.uk	180.102.49.190	80	js-ct-v4.ip.zstaticcdn.com	bak.js-ct-v4.ibsgss.uk	117.62.239.129	80	js-nanjing-ct-v4.ip.zstaticcdn.com
cdn	6	江苏	电信	js-ct-v6.ibsgss.uk	240e:979:9509:180::b00:84	80	js-ct-v6.ip.zstaticcdn.com	bak.js-ct-v6.ibsgss.uk		80	nj-ct-v6.ip.zstaticcdn.com
cdn	4	江苏	联通	js-cu-v4.ibsgss.uk	112.80.130.226	80	js-cu-v4.ip.zstaticcdn.com	bak.js-cu-v4.ibsgss.uk	112.86.231.58	80	js-nanjing-cu-v4.ip.zstaticcdn.com
cdn	6	江苏	联通	js-cu-v6.ibsgss.uk	2408:873c:6810:5:8000:0:b00:34	80	js-cu-v6.ip.zstaticcdn.com	bak.js-cu-v6.ibsgss.uk		80	nj-cu-v6.ip.zstaticcdn.com
cdn	4	江苏	移动	js-cm-v4.ibsgss.uk	36.155.201.50	80	js-cm-v4.ip.zstaticcdn.com	bak.js-cm-v4.ibsgss.uk	36.133.24.129	80	js-wuxi-cm-v4.ip.zstaticcdn.com
cdn	6	江苏	移动	js-cm-v6.ibsgss.uk	2409:8c20:6ed1:10c:8000:0:b00:137	80	js-cm-v6.ip.zstaticcdn.com	bak.js-cm-v6.ibsgss.uk		80	nj-cm-v6.ip.zstaticcdn.com
cdn	4	浙江	电信	zj-ct-v4.ibsgss.uk	183.131.147.4	80	zj-ct-v4.ip.zstaticcdn.com	bak.zj-ct-v4.ibsgss.uk	125.122.86.249	80	zj-hangzhou-ct-v4.ip.zstaticcdn.com
cdn	6	浙江	电信	zj-ct-v6.ibsgss.uk	240e:f7:c000:30f:8000:0:b00:216	80	zj-ct-v6.ip.zstaticcdn.com	bak.zj-ct-v6.ibsgss.uk		80	hz-ct-v6.ip.zstaticcdn.com
cdn	4	浙江	联通	zj-cu-v4.ibsgss.uk	60.12.119.66	80	zj-cu-v4.ip.zstaticcdn.com	bak.zj-cu-v4.ibsgss.uk	116.148.187.12	80	zj-huzhou-cu-v4.ip.zstaticcdn.com
cdn	6	浙江	联通	zj-cu-v6.ibsgss.uk	2408:873c:6810:5:8000:0:b00:220	80	zj-cu-v6.ip.zstaticcdn.com	bak.zj-cu-v6.ibsgss.uk		80	hz-cu-v6.ip.zstaticcdn.com
cdn	4	浙江	移动	zj-cm-v4.ibsgss.uk	112.13.92.194	80	zj-cm-v4.ip.zstaticcdn.com	bak.zj-cm-v4.ibsgss.uk	36.133.95.129	80	zj-ningbo-cm-v4.ip.zstaticcdn.com
cdn	6	浙江	移动	zj-cm-v6.ibsgss.uk	2409:8c28:c05:41:8000:0:b00:57	80	zj-cm-v6.ip.zstaticcdn.com	bak.zj-cm-v6.ibsgss.uk		80	hz-cm-v6.ip.zstaticcdn.com
cdn	4	安徽	电信	ah-ct-v4.ibsgss.uk	117.68.18.120	80	ah-ct-v4.ip.zstaticcdn.com	bak.ah-ct-v4.ibsgss.uk	117.68.126.249	80	ah-wuhu-ct-v4.ip.zstaticcdn.com
cdn	6	安徽	电信	ah-ct-v6.ibsgss.uk	240e:958:2004:1:8000:0:b00:96	80	ah-ct-v6.ip.zstaticcdn.com	bak.ah-ct-v6.ibsgss.uk		80	hf-ct-v6.ip.zstaticcdn.com
cdn	4	安徽	联通	ah-cu-v4.ibsgss.uk	112.132.39.245	80	ah-cu-v4.ip.zstaticcdn.com	bak.ah-cu-v4.ibsgss.uk	218.104.71.170	80	ah-hefei-cu-v4.ip.zstaticcdn.com
cdn	6	安徽	联通	ah-cu-v6.ibsgss.uk	2406:8880:0:4:8000:0:b00:90	80	ah-cu-v6.ip.zstaticcdn.com	bak.ah-cu-v6.ibsgss.uk		80	hf-cu-v6.ip.zstaticcdn.com
cdn	4	安徽	移动	ah-cm-v4.ibsgss.uk	39.145.18.121	80	ah-cm-v4.ip.zstaticcdn.com	bak.ah-cm-v4.ibsgss.uk	202.141.176.110	80	ah-hefei-cm-v4.ip.zstaticcdn.com
cdn	6	安徽	移动	ah-cm-v6.ibsgss.uk	2409:8c30:1000:1a01:8000:0:b00:223	80	ah-cm-v6.ip.zstaticcdn.com	bak.ah-cm-v6.ibsgss.uk		80	hf-cm-v6.ip.zstaticcdn.com
cdn	4	福建	电信	fj-ct-v4.ibsgss.uk	106.126.9.253	80	fj-ct-v4.ip.zstaticcdn.com	bak.fj-ct-v4.ibsgss.uk	203.55.129.248	80	fj-fuzhou-ct-v4.ip.zstaticcdn.com
cdn	6	福建	电信	fj-ct-v6.ibsgss.uk	240e:d6:6666:25:8000:0:b00:92	80	fj-ct-v6.ip.zstaticcdn.com	bak.fj-ct-v6.ibsgss.uk		80	fz-ct-v6.ip.zstaticcdn.com
cdn	4	福建	联通	fj-cu-v4.ibsgss.uk	36.248.48.211	80	fj-cu-v4.ip.zstaticcdn.com	bak.fj-cu-v4.ibsgss.uk	218.107.193.105	80	fj-xiamen-cu-v4.ip.zstaticcdn.com
cdn	6	福建	联通	fj-cu-v6.ibsgss.uk	2408:8748:a101:218:8000:0:b00:83	80	fj-cu-v6.ip.zstaticcdn.com	bak.fj-cu-v6.ibsgss.uk		80	fz-cu-v6.ip.zstaticcdn.com
cdn	4	福建	移动	fj-cm-v4.ibsgss.uk	112.48.186.65	80	fj-cm-v4.ip.zstaticcdn.com	bak.fj-cm-v4.ibsgss.uk		80	fz-cm-v4.ip.zstaticcdn.com
cdn	6	福建	移动	fj-cm-v6.ibsgss.uk	2409:8c34:2220:5:8000:0:b00:99	80	fj-cm-v6.ip.zstaticcdn.com	bak.fj-cm-v6.ibsgss.uk		80	fz-cm-v6.ip.zstaticcdn.com
cdn	4	江西	电信	jx-ct-v4.ibsgss.uk	117.21.179.2	80	jx-ct-v4.ip.zstaticcdn.com	bak.jx-ct-v4.ibsgss.uk	117.21.249.187	443	jx.189.cn
cdn	6	江西	电信	jx-ct-v6.ibsgss.uk	240e:960:3601:1:8000:0:b00:46	80	jx-ct-v6.ip.zstaticcdn.com	bak.jx-ct-v6.ibsgss.uk		80	nc-ct-v6.ip.zstaticcdn.com
cdn	4	江西	联通	jx-cu-v4.ibsgss.uk	116.153.32.148	80	jx-cu-v4.ip.zstaticcdn.com	bak.jx-cu-v4.ibsgss.uk	113.195.207.112	80	jx-fuzhou-cu-v4.ip.zstaticcdn.com
cdn	6	江西	联通	jx-cu-v6.ibsgss.uk	2408:874c:1ff:100:8000:0:b00:87	80	jx-cu-v6.ip.zstaticcdn.com	bak.jx-cu-v6.ibsgss.uk		80	nc-cu-v6.ip.zstaticcdn.com
cdn	4	江西	移动	jx-cm-v4.ibsgss.uk	117.169.96.226	80	jx-cm-v4.ip.zstaticcdn.com	bak.jx-cm-v4.ibsgss.uk		80	nc-cm-v4.ip.zstaticcdn.com
cdn	6	江西	移动	jx-cm-v6.ibsgss.uk	2409:8c38:80:201:8000:0:b00:95	80	jx-cm-v6.ip.zstaticcdn.com	bak.jx-cm-v6.ibsgss.uk		80	nc-cm-v6.ip.zstaticcdn.com
cdn	4	山东	电信	sd-ct-v4.ibsgss.uk	140.249.80.214	80	sd-ct-v4.ip.zstaticcdn.com	bak.sd-ct-v4.ibsgss.uk	182.40.97.247	80	sd-qingdao-ct-v4.ip.zstaticcdn.com
cdn	6	山东	电信	sd-ct-v6.ibsgss.uk	240e:946:3009:0:8000:0:b00:94	80	sd-ct-v6.ip.zstaticcdn.com	bak.sd-ct-v6.ibsgss.uk		80	jn-ct-v6.ip.zstaticcdn.com
cdn	4	山东	联通	sd-cu-v4.ibsgss.uk	61.179.131.126	80	sd-cu-v4.ip.zstaticcdn.com	bak.sd-cu-v4.ibsgss.uk	61.133.126.16	80	sd-binzhou-cu-v4.ip.zstaticcdn.com
cdn	6	山东	联通	sd-cu-v6.ibsgss.uk	2408:8719:64:73:8000:0:b00:63	80	sd-cu-v6.ip.zstaticcdn.com	bak.sd-cu-v6.ibsgss.uk		80	jn-cu-v6.ip.zstaticcdn.com
cdn	4	山东	移动	sd-cm-v4.ibsgss.uk	120.221.173.240	80	sd-cm-v4.ip.zstaticcdn.com	bak.sd-cm-v4.ibsgss.uk	36.133.120.128	80	sd-jinan-cm-v4.ip.zstaticcdn.com
cdn	6	山东	移动	sd-cm-v6.ibsgss.uk	2409:8c3c:900:200:8000:0:b00:89	80	sd-cm-v6.ip.zstaticcdn.com	bak.sd-cm-v6.ibsgss.uk		80	jn-cm-v6.ip.zstaticcdn.com
cdn	4	河南	电信	ha-ct-v4.ibsgss.uk	171.15.110.253	80	ha-ct-v4.ip.zstaticcdn.com	bak.ha-ct-v4.ibsgss.uk	1.194.160.249	80	ha-zhengzhou-ct-v4.ip.zstaticcdn.com
cdn	6	河南	电信	ha-ct-v6.ibsgss.uk	240e:93c:209:2:8000:0:b00:55	80	ha-ct-v6.ip.zstaticcdn.com	bak.ha-ct-v6.ibsgss.uk		80	zz-ct-v6.ip.zstaticcdn.com
cdn	4	河南	联通	ha-cu-v4.ibsgss.uk	221.15.71.2	80	ha-cu-v4.ip.zstaticcdn.com	bak.ha-cu-v4.ibsgss.uk	221.15.71.2	80	ha-luoyang-cu-v4.ip.zstaticcdn.com
cdn	6	河南	联通	ha-cu-v6.ibsgss.uk	2408:8720:806:100:8000:0:b00:224	80	ha-cu-v6.ip.zstaticcdn.com	bak.ha-cu-v6.ibsgss.uk		80	zz-cu-v6.ip.zstaticcdn.com
cdn	4	河南	移动	ha-cm-v4.ibsgss.uk	111.6.167.130	80	ha-cm-v4.ip.zstaticcdn.com	bak.ha-cm-v4.ibsgss.uk	36.133.36.129	80	ha-zhengzhou-cm-v4.ip.zstaticcdn.com
cdn	6	河南	移动	ha-cm-v6.ibsgss.uk	2409:8c44:2:ff16:8000:0:b00:86	80	ha-cm-v6.ip.zstaticcdn.com	bak.ha-cm-v6.ibsgss.uk		80	zz-cm-v6.ip.zstaticcdn.com
cdn	4	湖北	电信	hb-ct-v4.ibsgss.uk	111.172.211.216	80	hb-ct-v4.ip.zstaticcdn.com	bak.hb-ct-v4.ibsgss.uk	171.43.197.25	80	hb-wuhan-ct-v4.ip.zstaticcdn.com
cdn	6	湖北	电信	hb-ct-v6.ibsgss.uk	240e:95c:601:400:8000:0:b00:74	80	hb-ct-v6.ip.zstaticcdn.com	bak.hb-ct-v6.ibsgss.uk		80	wh-ct-v6.ip.zstaticcdn.com
cdn	4	湖北	联通	hb-cu-v4.ibsgss.uk	220.202.13.197	80	hb-cu-v4.ip.zstaticcdn.com	bak.hb-cu-v4.ibsgss.uk	61.242.167.105	80	hb-ezhou-cu-v4.ip.zstaticcdn.com
cdn	6	湖北	联通	hb-cu-v6.ibsgss.uk	2408:874f:a000:1:8000:0:b00:228	80	hb-cu-v6.ip.zstaticcdn.com	bak.hb-cu-v6.ibsgss.uk		80	wh-cu-v6.ip.zstaticcdn.com
cdn	4	湖北	移动	hb-cm-v4.ibsgss.uk	111.47.131.87	80	hb-cm-v4.ip.zstaticcdn.com	bak.hb-cm-v4.ibsgss.uk		80	wh-cm-v4.ip.zstaticcdn.com
cdn	6	湖北	移动	hb-cm-v6.ibsgss.uk	2409:8c4d:5200:38:8000:0:b00:86	80	hb-cm-v6.ip.zstaticcdn.com	bak.hb-cm-v6.ibsgss.uk		80	wh-cm-v6.ip.zstaticcdn.com
cdn	4	湖南	电信	hn-ct-v4.ibsgss.uk	202.103.124.48	80	hn-ct-v4.ip.zstaticcdn.com	bak.hn-ct-v4.ibsgss.uk	175.6.215.252	80	hn-chenzhou-ct-v4.ip.zstaticcdn.com
cdn	6	湖南	电信	hn-ct-v6.ibsgss.uk	240e:c2:1800:19b:8000:0:b00:46	80	hn-ct-v6.ip.zstaticcdn.com	bak.hn-ct-v6.ibsgss.uk		80	cs-ct-v6.ip.zstaticcdn.com
cdn	4	湖南	联通	hn-cu-v4.ibsgss.uk	42.49.82.120	80	hn-cu-v4.ip.zstaticcdn.com	bak.hn-cu-v4.ibsgss.uk	61.240.206.2	80	hn-changsha-cu-v4.ip.zstaticcdn.com
cdn	6	湖南	联通	hn-cu-v6.ibsgss.uk	2408:8752:700:3:8000:0:b00:94	80	hn-cu-v6.ip.zstaticcdn.com	bak.hn-cu-v6.ibsgss.uk		80	cs-cu-v6.ip.zstaticcdn.com
cdn	4	湖南	移动	hn-cm-v4.ibsgss.uk	36.133.12.20	80	hn-cm-v4.ip.zstaticcdn.com	bak.hn-cm-v4.ibsgss.uk	36.133.12.2	80	hn-zhuzhou-cm-v4.ip.zstaticcdn.com
cdn	6	湖南	移动	hn-cm-v6.ibsgss.uk	2409:8c50:a00:2084:8000:0:b00:86	80	hn-cm-v6.ip.zstaticcdn.com	bak.hn-cm-v6.ibsgss.uk		80	cs-cm-v6.ip.zstaticcdn.com
cdn	4	广东	电信	gd-ct-v4.ibsgss.uk	14.22.119.35	80	gd-ct-v4.ip.zstaticcdn.com	bak.gd-ct-v4.ibsgss.uk	36.111.36.247	80	gd-guangzhou-ct-v4.ip.zstaticcdn.com
cdn	6	广东	电信	gd-ct-v6.ibsgss.uk	240e:97d:18:2200:8000:0:b00:78	80	gd-ct-v6.ip.zstaticcdn.com	bak.gd-ct-v6.ibsgss.uk	240e:980:1200:607::b00:215	80	gz-ct-v6.ip.zstaticcdn.com
cdn	4	广东	联通	gd-cu-v4.ibsgss.uk	122.13.24.8	80	gd-cu-v4.ip.zstaticcdn.com	bak.gd-cu-v4.ibsgss.uk	157.148.134.3	80	gd-dongguan-cu-v4.ip.zstaticcdn.com
cdn	6	广东	联通	gd-cu-v6.ibsgss.uk	2408:8756:dcff:e001:8000:0:b00:99	80	gd-cu-v6.ip.zstaticcdn.com	bak.gd-cu-v6.ibsgss.uk	2408:877f:30:7:8000:0:b00:225	80	gz-cu-v6.ip.zstaticcdn.com
cdn	4	广东	移动	gd-cm-v4.ibsgss.uk	211.139.145.129	80	gd-cm-v4.ip.zstaticcdn.com	bak.gd-cm-v4.ibsgss.uk	120.233.155.2	80	gd-dongguan-cm-v4.ip.zstaticcdn.com
cdn	6	广东	移动	gd-cm-v6.ibsgss.uk	2409:8c54:2010:700:8000:0:b00:49	80	gd-cm-v6.ip.zstaticcdn.com	bak.gd-cm-v6.ibsgss.uk	2409:8c54:b030:1102:8000:0:b00:46	80	gz-cm-v6.ip.zstaticcdn.com
cdn	4	海南	电信	hi-ct-v4.ibsgss.uk	124.225.43.131	80	hi-ct-v4.ip.zstaticcdn.com	bak.hi-ct-v4.ibsgss.uk	124.225.90.48	80	hi-haikou-ct-v4.ip.zstaticcdn.com
cdn	6	海南	电信	hi-ct-v6.ibsgss.uk	240e:914:15:8000::b00:223	80	hi-ct-v6.ip.zstaticcdn.com	bak.hi-ct-v6.ibsgss.uk		80	haikou-ct-v6.ip.zstaticcdn.com
cdn	4	海南	联通	hi-cu-v4.ibsgss.uk	113.59.40.189	80	hi-cu-v4.ip.zstaticcdn.com	bak.hi-cu-v4.ibsgss.uk	221.11.190.218	80	221.11.190.218
cdn	6	海南	联通	hi-cu-v6.ibsgss.uk	2408:8760:14:1:8000:0:b00:96	80	hi-cu-v6.ip.zstaticcdn.com	bak.hi-cu-v6.ibsgss.uk		80	haikou-cu-v6.ip.zstaticcdn.com
cdn	4	海南	移动	hi-cm-v4.ibsgss.uk	111.29.49.161	80	hi-cm-v4.ip.zstaticcdn.com	bak.hi-cm-v4.ibsgss.uk	221.176.83.73	80	hi.10086.cn
cdn	6	海南	移动	hi-cm-v6.ibsgss.uk	2409:8c5e:5000:b0:8000:0:b00:90	80	hi-cm-v6.ip.zstaticcdn.com	bak.hi-cm-v6.ibsgss.uk		80	haikou-cm-v6.ip.zstaticcdn.com
cdn	4	四川	电信	sc-ct-v4.ibsgss.uk	118.112.1.144	80	sc-ct-v4.ip.zstaticcdn.com	bak.sc-ct-v4.ibsgss.uk	118.122.233.42	443	sc.189.cn
cdn	6	四川	电信	sc-ct-v6.ibsgss.uk	240e:d9:ac01:80::b00:94	80	sc-ct-v6.ip.zstaticcdn.com	bak.sc-ct-v6.ibsgss.uk		80	cd-ct-v6.ip.zstaticcdn.com
cdn	4	四川	联通	sc-cu-v4.ibsgss.uk	119.6.217.13	80	sc-cu-v4.ip.zstaticcdn.com	bak.sc-cu-v4.ibsgss.uk	124.161.187.120	80	sc-dazhou-cu-v4.ip.zstaticcdn.com
cdn	6	四川	联通	sc-cu-v6.ibsgss.uk	2408:8766:0:1002:8000:0:b00:3	80	sc-cu-v6.ip.zstaticcdn.com	bak.sc-cu-v6.ibsgss.uk		80	cd-cu-v6.ip.zstaticcdn.com
cdn	4	四川	移动	sc-cm-v4.ibsgss.uk	36.133.60.2	80	sc-cm-v4.ip.zstaticcdn.com	bak.sc-cm-v4.ibsgss.uk	36.133.60.2	80	sc-chengdu-cm-v4.ip.zstaticcdn.com
cdn	6	四川	移动	sc-cm-v6.ibsgss.uk	2409:8c62:e10:74:8000:0:b00:79	80	sc-cm-v6.ip.zstaticcdn.com	bak.sc-cm-v6.ibsgss.uk		80	cd-cm-v6.ip.zstaticcdn.com
cdn	4	贵州	电信	gz-ct-v4.ibsgss.uk	45.251.95.98	80	gz-ct-v4.ip.zstaticcdn.com	bak.gz-ct-v4.ibsgss.uk	114.135.115.117	443	gz.189.cn
cdn	6	贵州	电信	gz-ct-v6.ibsgss.uk	240e:980:1200:607::b00:215	80	gz-ct-v6.ip.zstaticcdn.com	bak.gz-ct-v6.ibsgss.uk		80	gy-ct-v6.ip.zstaticcdn.com
cdn	4	贵州	联通	gz-cu-v4.ibsgss.uk	59.80.45.90	80	gz-cu-v4.ip.zstaticcdn.com	bak.gz-cu-v4.ibsgss.uk	59.80.34.200	80	gz-guiyang-cu-v4.ip.zstaticcdn.com
cdn	6	贵州	联通	gz-cu-v6.ibsgss.uk	2408:877f:30:7:8000:0:b00:225	80	gz-cu-v6.ip.zstaticcdn.com	bak.gz-cu-v6.ibsgss.uk		80	gy-cu-v6.ip.zstaticcdn.com
cdn	4	贵州	移动	gz-cm-v4.ibsgss.uk	36.136.125.170	80	gz-cm-v4.ip.zstaticcdn.com	bak.gz-cm-v4.ibsgss.uk	36.134.90.65	80	gz-guiyang-cm-v4.ip.zstaticcdn.com
cdn	6	贵州	移动	gz-cm-v6.ibsgss.uk	2409:8c54:b030:1102:8000:0:b00:46	80	gz-cm-v6.ip.zstaticcdn.com	bak.gz-cm-v6.ibsgss.uk		80	gy-cm-v6.ip.zstaticcdn.com
cdn	4	云南	电信	yn-ct-v4.ibsgss.uk	106.60.4.70	80	yn-ct-v4.ip.zstaticcdn.com	bak.yn-ct-v4.ibsgss.uk		80	km-ct-v4.ip.zstaticcdn.com
cdn	6	云南	电信	yn-ct-v6.ibsgss.uk	240e:94c:4000:313:8000:0:b00:84	80	yn-ct-v6.ip.zstaticcdn.com	bak.yn-ct-v6.ibsgss.uk		80	km-ct-v6.ip.zstaticcdn.com
cdn	4	云南	联通	yn-cu-v4.ibsgss.uk	119.62.43.2	80	yn-cu-v4.ip.zstaticcdn.com	bak.yn-cu-v4.ibsgss.uk	180.130.209.24	80	yn-dehong-cu-v4.ip.zstaticcdn.com
cdn	6	云南	联通	yn-cu-v6.ibsgss.uk	2408:8766:0:1002:8000:0:b00:4	80	yn-cu-v6.ip.zstaticcdn.com	bak.yn-cu-v6.ibsgss.uk		80	km-cu-v6.ip.zstaticcdn.com
cdn	4	云南	移动	yn-cm-v4.ibsgss.uk	218.202.0.254	80	yn-cm-v4.ip.zstaticcdn.com	bak.yn-cm-v4.ibsgss.uk		80	km-cm-v4.ip.zstaticcdn.com
cdn	6	云南	移动	yn-cm-v6.ibsgss.uk	2409:8c6c:550:1614:8000:0:b00:8	80	yn-cm-v6.ip.zstaticcdn.com	bak.yn-cm-v6.ibsgss.uk		80	km-cm-v6.ip.zstaticcdn.com
cdn	4	陕西	电信	sn-ct-v4.ibsgss.uk	113.141.78.120	80	sn-ct-v4.ip.zstaticcdn.com	bak.sn-ct-v4.ibsgss.uk	203.2.167.233	80	sn-xian-ct-v4.ip.zstaticcdn.com
cdn	6	陕西	电信	sn-ct-v6.ibsgss.uk	240e:bf:b800:4115:8000:0:b00:94	80	sn-ct-v6.ip.zstaticcdn.com	bak.sn-ct-v6.ibsgss.uk		80	xa-ct-v6.ip.zstaticcdn.com
cdn	4	陕西	联通	sn-cu-v4.ibsgss.uk	124.89.67.172	80	sn-cu-v4.ip.zstaticcdn.com	bak.sn-cu-v4.ibsgss.uk	124.89.84.248	80	sn-xianyang-cu-v4.ip.zstaticcdn.com
